,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,YES,YES,YES,NO,ACTIVE,172,59,31.396389564337184,0
1,FEMALE,26,45-59,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.998009992087834,0
2,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,24.724965750108964,0
3,MALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,27.496999979902547,0
4,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,NO,YES,NO,ACTIVE,172,59,25.395605277884123,0
5,FEMALE,26,45-59,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.81501545649228,0
6,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,172,59,31.415483315964572,0
7,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,25.747141544017136,0
8,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.46120131444333,0
9,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,24.74190714246021,0
10,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,YES,YES,YES,NO,ACTIVE,172,59,31.660483547552598,0
11,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,NONE,172,59,33.280423633907105,0
12,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.042461723202912,0
13,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.617771340128467,0
14,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.539460591391652,0
15,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.987927907478298,0
16,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.64402074269917,0
17,FEMALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.676136142955386,0
18,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.170162724110526,0
19,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.936183534376546,0
20,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.11498083196949,0
21,FEMALE,26,45-59,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.711803323415033,0
22,FEMALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.77157902157279,0
23,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,25.835990984933044,0
24,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.84505921734857,0
25,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,PASSIVE,172,59,28.29987114346315,0
26,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.703413740724557,0
27,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,NO,YES,NO,ACTIVE,172,59,29.320651653596663,0
28,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.942183023334245,0
29,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MIXED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.029295934151925,0
30,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,26.946256363187462,0
31,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,NO,NO,ACTIVE,172,59,29.769296695640257,0
32,FEMALE,26,45-59,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.902862331745588,0
33,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.292736341310487,0
34,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.608072736658027,0
35,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,172,59,28.065687704660103,0
36,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.5224406917502,0
37,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,FARMER,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.92394820312577,0
38,MALE,26,45-59,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.45800940434583,0
39,FEMALE,26,35-44,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.512149245828958,0
40,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.42315132704383,0
41,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,34.12052820685229,0
42,FEMALE,26,45-59,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.658953385173355,0
43,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.840332420026975,0
44,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,PLEASED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.11041274942471,0
45,FEMALE,26,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.128192086990076,0
46,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.745221507282125,0
47,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.691080559506,0
48,FEMALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,27.068855941228517,0
49,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.04719338278349,0
50,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.828475826436986,0
51,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.656357317330528,0
52,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.427700885953485,0
53,FEMALE,26,35-44,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.42726443312397,0
54,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.179260141733455,0
55,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,30.67712859049108,0
56,FEMALE,26,45-59,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,26.124251138134984,0
57,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,32.673552311889395,0
58,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.57751086604171,0
59,FEMALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.483599631072032,0
60,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,0,NO,YES,YES,NO,ACTIVE,172,59,29.19374845068182,0
61,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.747089647563964,0
62,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.03218236422207,0
63,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,26.36062943343565,0
64,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.983455931226853,0
65,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,0,NO,YES,YES,NO,ACTIVE,172,59,31.318768139319996,0
66,FEMALE,26,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.873391889770346,0
67,MALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.06367333015079,0
68,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,YES,YES,YES,NO,ACTIVE,172,59,33.25972098747121,0
69,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,0,NO,YES,YES,NO,ACTIVE,172,59,33.78177085521836,0
70,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,34.68602773380808,0
71,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.436759687312748,0
72,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.519902001367523,0
73,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,NONE,172,59,29.269781229566618,0
74,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.739986849530393,0
75,FEMALE,26,25-34,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,26.253459940306954,0
76,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MIXED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,26.62397465310613,0
77,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,0,NO,YES,YES,NO,ACTIVE,172,59,27.041133316267324,0
78,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,DIVORCED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.400110589686708,0
79,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.91237322233515,0
80,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,0,NO,YES,YES,NO,ACTIVE,172,59,33.10403416646419,0
81,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,FARMER,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.488960524358777,0
82,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,TERRIBLE,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,28.28817484568127,0
83,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,31.26426620272264,0
84,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,25.638809876872784,0
85,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.974993996901485,0
86,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,0,NO,YES,YES,NO,ACTIVE,172,59,29.623635219164065,0
