,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,MALE,46,45-59,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,YES,NO,NO,NO,PASSIVE,166,75,30.721928979993056,0
1,FEMALE,62,35-44,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,NO,NO,NO,NO,PASSIVE,170,120,24.059191279250495,0
2,FEMALE,84,65+,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,RETIRED,MARRIED,MIXED,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,8,NO,NO,NO,NO,NONE,165,66,26.6324601354298,0
3,MALE,39,45-59,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,23,NO,NO,NO,NO,ACTIVE,190,106,26.910930016616803,0
4,MALE,53,45-59,RURAL AREAS,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,MOSTLY SATISFIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,NO,NO,NO,NONE,160,80,32.30977409614988,0
5,FEMALE,55,25-34,"URBAN 200,000-500,000",SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,NO,NO,NO,PASSIVE,153,59,18.37278456200588,0
6,FEMALE,16,16-24,"URBAN 100,000-200,000",SECONDARY,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,0,IT`S DIFFICULT TO TELL,NO OPINION,NO,YES,7,NO,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,172,66,20.91122984678288,0
7,MALE,24,16-24,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,SINGLE,DELIGHTED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,NO,NO,NO,ACTIVE,188,108,23.46267796495563,0
8,MALE,36,25-34,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,NO,NO,NO,NO,PASSIVE,172,95,29.50263713016572,0
9,FEMALE,51,60-64,RURAL AREAS,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,NO,NO,NO,NONE,164,44,29.688757489850715,0
