,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,26,45-59,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,WIDOWED,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,0,YES,NO,YES,NO,NONE,196,51,15.360304411111434,0
1,FEMALE,26,45-59,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,WIDOWED,TERRIBLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,7,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,196,63,19.134950218312,0
2,FEMALE,63,25-34,"URBAN 200,000-500,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,WIDOWED,UNHAPPY,21,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,0,YES,NO,NO,"YES, TO NON-EU COUNTRY",ACTIVE,196,95,39.29240950025803,0
3,MALE,77,45-59,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,FARMER,DE FACTO SEPARATED,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7,NO,NO,NO,NO,ACTIVE,163,63,15.360304411111434,0
4,MALE,26,65+,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,WIDOWED,MOSTLY DISSATISFIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,0,NO,NO,YES,"YES, TO EU COUNTRY",PASSIVE,152,63,58.25718364530091,0
5,FEMALE,44,45-59,"URBAN 200,000-500,000",SECONDARY,PUPIL OR STUDENT,DIVORCED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,12,NO,NO,YES,NO,PASSIVE,163,63,35.72137204174285,0
6,FEMALE,26,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,WIDOWED,PLEASED,0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,0,NO,YES,YES,"YES, TO NON-EU COUNTRY",PASSIVE,167,95,15.360304411111434,0
7,MALE,16,25-34,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,DIVORCED,PLEASED,21,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,NO,NO,NO,ACTIVE,196,63,32.45245945247819,0
8,MALE,70,45-59,RURAL AREAS,PRIMARY/NO EDUCATION,UNEMPLOYED,DIVORCED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,YES,NO,NO,NO,PASSIVE,181,63,35.72137204174285,0
9,MALE,43,16-24,"URBAN 200,000-500,000",SECONDARY,OTHER ECONOMICALLY INACTIVE,WIDOWED,TERRIBLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,12,YES,NO,YES,NO,ACTIVE,163,95,32.45245945247819,0
