,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,MALE,82,65+,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,MIXED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,13,YES,NO,NO,NO,NONE,196,63,35.72137204174285,0
1,MALE,62,35-44,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,SINGLE,MIXED,21,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,13,YES,NO,NO,NO,ACTIVE,177,63,29.895208083415508,0
2,FEMALE,77,60-64,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,WIDOWED,PLEASED,7,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,12,NO,NO,NO,NO,NONE,161,51,12.962962962962962,0
3,MALE,63,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,PLEASED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,YES,NO,NO,NO,NONE,162,95,43.18255537592698,0
4,FEMALE,77,45-59,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,0,NO,NO,NO,NO,NONE,167,51,12.962962962962962,0
5,FEMALE,97,65+,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,MIXED,1,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,0,NO,YES,NO,NO,NONE,139,83,14.006065141551218,0
6,FEMALE,63,45-59,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,TERRIBLE,1,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,NO,6,NO,NO,NO,"YES, TO NON-EU COUNTRY",NONE,154,82,19.134950218312,0
7,MALE,16,35-44,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,NO,NO,NO,NO,ACTIVE,162,83,29.895208083415508,0
8,FEMALE,77,45-59,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,NO,NO,NO,NONE,181,83,29.895208083415508,0
9,MALE,77,35-44,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,RETIRED,MARRIED,MIXED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7,NO,NO,NO,NO,ACTIVE,162,95,43.18255537592698,0
