,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,54,35-44,"URBAN 100,000-200,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,WIDOWED,DELIGHTED,12,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,0,NO,YES,NO,"YES, TO NON-EU COUNTRY",NONE,191,101,29.870591864623787,0
1,FEMALE,31,35-44,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,DE FACTO SEPARATED,MOSTLY SATISFIED,14,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,25,NO,YES,YES,"YES, TO EU COUNTRY",ACTIVE,177,66,27.27980995792365,0
2,MALE,59,25-34,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,DELIGHTED,6,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,YES,4,YES,NO,NO,"YES, TO EU COUNTRY",ACTIVE,179,94,22.131766156082726,0
3,MALE,36,16-24,"URBAN 100,000-200,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,MIXED,8,IT`S DIFFICULT TO TELL,YES,YES,NO,5,NO,NO,YES,"YES, TO NON-EU COUNTRY",ACTIVE,174,78,30.027295827344446,0
4,MALE,46,25-34,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,PLEASED,0,IT`S DIFFICULT TO TELL,YES,YES,NO,2,NO,NO,YES,"YES, TO NON-EU COUNTRY",ACTIVE,155,115,33.58889771219301,0
5,FEMALE,67,65+,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,LEGALLY SEPARATED,MIXED,18,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,0,NO,NO,YES,NO,NONE,178,97,28.63674290260797,0
6,FEMALE,31,65+,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,DIVORCED,TERRIBLE,0,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,0,YES,NO,YES,NO,PASSIVE,180,52,35.821568359139036,0
7,FEMALE,71,65+,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,5,IT`S DIFFICULT TO TELL,NO,YES,YES,11,YES,NO,YES,"YES, TO EU COUNTRY",PASSIVE,181,80,28.603531298950998,0
8,FEMALE,91,35-44,"URBAN 100,000-200,000",SECONDARY,PUPIL OR STUDENT,WIDOWED,DELIGHTED,16,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,0,NO,NO,YES,NO,ACTIVE,179,61,32.60764212117752,0
9,FEMALE,25,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,WIDOWED,MIXED,12,IT`S DIFFICULT TO TELL,YES,YES,YES,2,NO,YES,YES,"YES, TO EU COUNTRY",NONE,176,47,23.961351047289494,0
10,MALE,42,25-34,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY DISSATISFIED,5,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,16,YES,YES,YES,NO,ACTIVE,165,104,35.89881800305417,0
11,FEMALE,43,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,LEGALLY SEPARATED,DELIGHTED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9,NO,YES,YES,NO,NONE,151,47,28.79974016212844,0
12,MALE,68,65+,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,WIDOWED,UNHAPPY,1,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,20,YES,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,196,91,35.42390417237956,0
