,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,16,45-59,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,RETIRED,WIDOWED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360305429883264,0
1,MALE,16,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,WIDOWED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,12,YES,YES,YES,NO,PASSIVE,168,59,15.360306448655093,0
2,MALE,16,25-34,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,RETIRED,MARRIED,UNHAPPY,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,0,YES,YES,YES,NO,PASSIVE,168,59,15.360304920497349,0
3,MALE,16,45-59,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,WIDOWED,TERRIBLE,2,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,49,YES,NO,YES,NO,PASSIVE,168,59,15.360306958041008,0
4,MALE,16,25-34,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,LEGALLY SEPARATED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,NO,12,NO,NO,YES,NO,PASSIVE,168,59,15.360304411111434,0
5,FEMALE,16,25-34,"URBAN 500,000 AND OVER",SECONDARY,RETIRED,WIDOWED,DELIGHTED,2,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,12,YES,NO,YES,NO,PASSIVE,168,59,15.360304411111434,0
6,MALE,16,45-59,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,WIDOWED,TERRIBLE,2,IT`S DIFFICULT TO TELL,NO,YES,NO,12,NO,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,168,59,15.360304411111434,0
7,FEMALE,16,45-59,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,WIDOWED,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,49,NO,YES,YES,NO,ACTIVE,168,59,15.360306958041008,0
8,FEMALE,16,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360304411111434,0
9,FEMALE,16,45-59,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,RETIRED,WIDOWED,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360306958041008,0
10,MALE,16,25-34,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,RETIRED,WIDOWED,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360304920497349,0
11,MALE,16,45-59,RURAL AREAS,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,WIDOWED,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,NO,YES,YES,NO,NONE,168,59,15.360304411111434,0
12,FEMALE,16,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360304411111434,0
13,FEMALE,16,45-59,"URBAN 500,000 AND OVER",SECONDARY,RETIRED,WIDOWED,MIXED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360304411111434,0
14,MALE,16,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,UNEMPLOYED,LEGALLY SEPARATED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,12,NO,NO,YES,NO,PASSIVE,168,59,15.360304411111434,0
15,MALE,16,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,12,YES,YES,YES,NO,PASSIVE,168,59,15.360304411111434,0
16,MALE,16,25-34,"URBAN 20,000-100,000",SECONDARY,UNEMPLOYED,MARRIED,MOSTLY DISSATISFIED,2,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,12,YES,NO,YES,NO,NONE,168,59,15.360304411111434,0
17,MALE,16,60-64,RURAL AREAS,PRIMARY/NO EDUCATION,FARMER,MARRIED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,0,YES,YES,YES,NO,PASSIVE,168,59,15.360304411111434,0
18,MALE,16,35-44,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,WIDOWED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,12,NO,NO,YES,NO,PASSIVE,168,59,15.360304411111434,0
19,FEMALE,16,45-59,"URBAN 200,000-500,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,49,YES,NO,YES,NO,ACTIVE,168,59,15.360304920497349,0
20,MALE,16,45-59,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,WIDOWED,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,49,NO,YES,YES,NO,ACTIVE,168,59,15.360307976812837,0
21,MALE,16,45-59,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,WIDOWED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,12,NO,NO,YES,NO,NONE,168,59,15.360304411111434,0
22,MALE,16,60-64,RURAL AREAS,POST-SECONDARY OR HIGHER,FARMER,MARRIED,DELIGHTED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,0,YES,NO,YES,NO,PASSIVE,168,59,15.360304411111434,0
23,MALE,16,25-34,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,MOSTLY DISSATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,0,YES,YES,YES,NO,NONE,168,59,15.360304411111434,0
24,FEMALE,16,60-64,RURAL AREAS,VOCATIONAL/GRAMMAR,FARMER,SINGLE,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,12,NO,YES,YES,NO,PASSIVE,168,59,15.360306448655093,0
