,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,167,129,15.360416985398615,0
1,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,NO,YES,YES,"YES, TO EU COUNTRY",ACTIVE,167,118,15.360384384700064,0
2,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,7,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,167,144,15.360393553646531,0
3,MALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,YES,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,167,93,15.360320202074794,0
4,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,167,123,15.360378781455001,0
5,FEMALE,16,60-64,"URBAN 200,000-500,000",SECONDARY,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,YES,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,167,123,15.360391006716958,0
6,FEMALE,16,65+,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,167,134,15.360325805319857,0
7,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,6,NO,YES,YES,"YES, TO EU COUNTRY",ACTIVE,167,110,15.36054280371958,0
8,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,NO,YES,YES,"YES, TO EU COUNTRY",ACTIVE,167,150,15.360476583550652,0
9,FEMALE,16,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,DE FACTO SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,7,NO,YES,YES,"YES, TO EU COUNTRY",ACTIVE,167,115,15.360486261883032,0
