,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,71,16-24,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,SINGLE,MIXED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,1,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,167,81,18.038075270126246,0
1,MALE,68,35-44,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MIXED,5,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,2,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,178,74,28.929313991458525,0
2,FEMALE,41,60-64,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,3,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,NO,0,NO,NO,YES,NO,ACTIVE,176,56,28.75740610427308,0
3,FEMALE,58,60-64,"URBAN 500,000 AND OVER",SECONDARY,FARMER,DIVORCED,MIXED,0,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,8,NO,NO,NO,NO,PASSIVE,175,52,40.169260740263724,0
4,FEMALE,86,60-64,RURAL AREAS,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DE FACTO SEPARATED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,19,YES,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,159,77,26.685078022177606,0
5,MALE,47,16-24,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,LEGALLY SEPARATED,MOSTLY DISSATISFIED,12,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,6,NO,YES,NO,NO,PASSIVE,181,97,24.138490992739168,0
6,MALE,67,16-24,RURAL AREAS,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,MARRIED,DELIGHTED,2,IT`S DIFFICULT TO TELL,YES,YES,YES,40,YES,YES,YES,NO,ACTIVE,178,84,33.50553463256798,0
7,FEMALE,44,45-59,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MIXED,4,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,11,NO,NO,YES,"YES, TO NON-EU COUNTRY",NONE,158,53,27.451715229736877,0
8,MALE,52,35-44,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DIVORCED,MIXED,0,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,2,NO,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,93,24.62121678334211,0
9,MALE,49,35-44,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,DELIGHTED,15,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,17,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,163,82,22.68571392729987,0
10,FEMALE,64,45-59,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DIVORCED,TERRIBLE,14,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10,YES,YES,YES,"YES, TO EU COUNTRY",PASSIVE,163,46,23.72758943363693,0
11,MALE,87,65+,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,UNEMPLOYED,MARRIED,TERRIBLE,12,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,4,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,156,88,33.24259202175396,0
12,MALE,46,60-64,"URBAN BELOW 20,000",SECONDARY,LONG-TERM SICK/DISABLED,DE FACTO SEPARATED,PLEASED,21,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,18,YES,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,163,75,34.578718953104975,0
13,MALE,96,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,20,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,5,YES,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,184,83,22.506148088071136,0
14,MALE,53,16-24,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,WIDOWED,TERRIBLE,17,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,17,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,168,69,33.986713149408416,0
15,FEMALE,25,60-64,RURAL AREAS,POST-SECONDARY OR HIGHER,RETIRED,LEGALLY SEPARATED,TERRIBLE,8,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,25,YES,NO,YES,"YES, TO NON-EU COUNTRY",ACTIVE,161,80,38.50062974187252,0
16,FEMALE,49,25-34,"URBAN BELOW 20,000",SECONDARY,UNEMPLOYED,DIVORCED,UNHAPPY,21,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,20,YES,YES,YES,"YES, TO EU COUNTRY",NONE,176,74,36.65217233608416,0
17,MALE,25,25-34,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,MARRIED,DELIGHTED,5,IT`S DIFFICULT TO TELL,NO,YES,YES,7,NO,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,161,62,36.8383063733346,0
18,MALE,33,35-44,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,WIDOWED,UNHAPPY,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,10,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,158,79,24.38519546187166,0
19,FEMALE,54,16-24,"URBAN 200,000-500,000",SECONDARY,RETIRED,LEGALLY SEPARATED,MOSTLY DISSATISFIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,19,YES,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,178,100,40.11334103676373,0
20,FEMALE,55,25-34,RURAL AREAS,SECONDARY,RETIRED,MARRIED,TERRIBLE,12,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,NO,14,YES,NO,NO,"YES, TO EU COUNTRY",NONE,188,82,26.427415070025482,0
21,MALE,68,45-59,"URBAN 200,000-500,000",SECONDARY,EMPLOYED IN PUBLIC SECTOR,DIVORCED,PLEASED,1,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,20,YES,NO,YES,"YES, TO EU COUNTRY",NONE,165,74,23.24144591498654,0
22,MALE,50,60-64,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,TERRIBLE,17,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,19,YES,NO,YES,"YES, TO EU COUNTRY",PASSIVE,164,76,26.253238086869576,0
23,MALE,73,25-34,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DE FACTO SEPARATED,TERRIBLE,3,IT`S DIFFICULT TO TELL,NO,YES,YES,59,NO,NO,YES,NO,PASSIVE,157,86,29.69830208735376,0
24,MALE,52,16-24,RURAL AREAS,PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,MARRIED,MOSTLY DISSATISFIED,7,IT`S DIFFICULT TO TELL,NO,NO OPINION,YES,3,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,182,46,31.370830854866984,0
25,MALE,37,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,RETIRED,SINGLE,MOSTLY DISSATISFIED,9,IT`S DIFFICULT TO TELL,NO,YES,YES,13,NO,YES,YES,"YES, TO NON-EU COUNTRY",PASSIVE,169,79,25.699897545356006,0
26,MALE,57,35-44,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,DE FACTO SEPARATED,MOSTLY SATISFIED,16,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,174,84,38.55106447616305,0
27,FEMALE,77,45-59,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,WIDOWED,MOSTLY DISSATISFIED,1,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,21,NO,YES,YES,NO,ACTIVE,163,150,31.17410861813226,0
