,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi
0,MALE,47,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,UNEMPLOYED,LEGALLY SEPARATED,MIXED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,YES,YES,NO,NONE,180,79,25.210628321285252
1,FEMALE,51,25-34,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,NO,NO,NO,ACTIVE,170,81,27.41385371099765
2,FEMALE,53,45-59,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,NO,NO,NO,NO,PASSIVE,165,64,24.022310134749862
3,MALE,57,45-59,RURAL AREAS,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,MOSTLY SATISFIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,NO,NO,NO,NONE,173,95,30.977442459124372
4,FEMALE,56,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,NO,NO,NO,NONE,159,81,31.097844159264532
5,FEMALE,44,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,NO,NO,NO,NONE,164,61,22.96672947211746
6,FEMALE,46,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,1,NO,NO,NO,NO,NONE,165,70,24.487300454922295
7,FEMALE,62,60-64,"URBAN 100,000-200,000",SECONDARY,RETIRED,MARRIED,PLEASED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,NO,NO,NO,NONE,165,67,24.7459447042021
8,MALE,67,60-64,"URBAN 100,000-200,000",SECONDARY,RETIRED,MARRIED,PLEASED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,13,YES,NO,NO,NO,NONE,171,56,18.69007301076598
9,FEMALE,60,60-64,RURAL AREAS,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,MOSTLY SATISFIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,NO,NO,NO,NONE,168,93,36.57499936441671
10,FEMALE,55,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,NO,NO,NO,NONE,167,63,23.66705158319786
11,MALE,59,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,NO,NO,NO,NONE,175,69,22.234276730505343
12,MALE,52,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,FARMER,MARRIED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,NO,NO,NO,NONE,170,91,27.430150439289573
13,MALE,77,65+,RURAL AREAS,PRIMARY/NO EDUCATION,RETIRED,MARRIED,PLEASED,9,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,NO,NO,NO,NO,NONE,179,83,26.478581547826106
14,FEMALE,45,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,NO,NO,NO,NONE,166,62,22.862005681574704
15,FEMALE,65,60-64,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,RETIRED,MARRIED,MOSTLY SATISFIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,8,NO,NO,NO,NO,NONE,159,55,21.349659326049103
16,FEMALE,47,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6,NO,NO,NO,NO,NONE,168,57,22.869481984283517
17,FEMALE,75,65+,RURAL AREAS,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,MIXED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1,NO,NO,NO,NO,NONE,164,70,24.309491508318366
18,FEMALE,50,45-59,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,MOSTLY SATISFIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,NO,NO,NO,NONE,157,66,23.95926923330607
19,MALE,62,60-64,"URBAN 100,000-200,000",SECONDARY,RETIRED,MARRIED,MOSTLY SATISFIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,NO,NO,NO,NONE,171,81,27.286649276934575
20,FEMALE,59,60-64,RURAL AREAS,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,MOSTLY SATISFIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1,NO,NO,NO,NO,NONE,164,72,26.94026307439293
21,MALE,70,65+,"URBAN BELOW 20,000",SECONDARY,RETIRED,MARRIED,MOSTLY SATISFIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,NO,NO,NO,NONE,169,83,27.73944313465751
22,FEMALE,33,16-24,RURAL AREAS,SECONDARY,PUPIL OR STUDENT,SINGLE,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,NO,NO,NO,ACTIVE,169,61,22.10168404867272
23,MALE,33,25-34,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,3,NO,NO,NO,NO,ACTIVE,175,88,24.77542446640335
24,MALE,33,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,YES,NO,NO,NO,NONE,168,68,24.48640256255251
25,MALE,31,25-34,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,NO,NO,NO,NONE,176,83,26.307184090280668
26,FEMALE,44,45-59,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,6,NO,NO,NO,NO,NONE,164,71,25.227850783359823
27,MALE,38,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,TERRIBLE,5,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4,YES,NO,NO,"YES, TO EU COUNTRY",NONE,176,82,25.73850527824967
28,MALE,39,35-44,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,NO,NO,NO,NO,ACTIVE,176,72,24.16646606022421
29,FEMALE,25,25-34,RURAL AREAS,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,PLEASED,7,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,NO,NO,NO,NO,NONE,172,63,20.92588945867476
30,MALE,44,35-44,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,PLEASED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10,NO,NO,NO,NO,ACTIVE,182,78,23.94050306572866
