,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,74,16-24,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,SINGLE,MIXED,1,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,NO,3,NO,NO,NO,"YES, TO EU COUNTRY",PASSIVE,174,61,21.24692382220775,0
1,MALE,56,35-44,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,FARMER,LEGALLY SEPARATED,MIXED,9,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,175,80,29.324345447320752,0
2,FEMALE,39,60-64,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,SINGLE,MOSTLY DISSATISFIED,0,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,NO,1,NO,NO,YES,NO,ACTIVE,179,56,23.916574853685184,0
3,FEMALE,65,60-64,"URBAN 500,000 AND OVER",SECONDARY,FARMER,DIVORCED,TERRIBLE,0,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,61,NO,NO,NO,NO,PASSIVE,181,79,24.92839942643192,0
4,FEMALE,97,60-64,RURAL AREAS,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DE FACTO SEPARATED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,YES,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,161,61,22.302736378347152,0
5,FEMALE,72,16-24,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,UNHAPPY,6,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,0,NO,YES,NO,NO,NONE,186,82,23.90203432350907,0
6,MALE,97,16-24,RURAL AREAS,SECONDARY,PUPIL OR STUDENT,LEGALLY SEPARATED,DELIGHTED,2,IT`S DIFFICULT TO TELL,YES,NO,YES,10,YES,YES,YES,NO,ACTIVE,175,47,40.204832728292104,0
7,FEMALE,56,45-59,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,MIXED,4,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,9,NO,YES,YES,NO,NONE,157,48,32.59790075807964,0
8,MALE,25,35-44,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DIVORCED,MIXED,0,IT`S DIFFICULT TO TELL,NO,YES,NO,3,NO,YES,NO,NO,PASSIVE,175,75,38.48341484044602,0
9,MALE,55,35-44,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,DELIGHTED,5,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,10,YES,YES,YES,"YES, TO EU COUNTRY",PASSIVE,156,72,15.634434792937334,0
10,FEMALE,92,45-59,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,DIVORCED,TERRIBLE,10,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,YES,YES,YES,"YES, TO EU COUNTRY",NONE,164,52,26.0335032016828,0
11,MALE,82,65+,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,UNEMPLOYED,DE FACTO SEPARATED,TERRIBLE,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,8,NO,NO,NO,"YES, TO EU COUNTRY",PASSIVE,158,73,32.704705109088934,0
12,MALE,60,25-34,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,DE FACTO SEPARATED,UNHAPPY,1,IT`S DIFFICULT TO TELL,YES,YES,YES,15,YES,YES,YES,NO,ACTIVE,164,69,28.266275147679885,0
13,MALE,60,45-59,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,11,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,7,YES,NO,YES,"YES, TO NON-EU COUNTRY",PASSIVE,163,49,21.44222843542795,0
14,MALE,68,16-24,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,WIDOWED,TERRIBLE,7,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,YES,2,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,170,80,31.245765831413696,0
15,FEMALE,22,60-64,RURAL AREAS,POST-SECONDARY OR HIGHER,RETIRED,LEGALLY SEPARATED,TERRIBLE,5,IT`S DIFFICULT TO TELL,YES,NO,NO,21,YES,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,174,80,36.669726355064995,0
16,FEMALE,78,25-34,"URBAN BELOW 20,000",SECONDARY,UNEMPLOYED,DIVORCED,UNHAPPY,14,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,36,YES,YES,YES,NO,NONE,172,70,27.096422491581205,0
17,MALE,60,25-34,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,DIVORCED,MOSTLY SATISFIED,13,IT`S DIFFICULT TO TELL,NO,NO,YES,6,NO,YES,NO,"YES, TO EU COUNTRY",ACTIVE,163,59,12.962962962962962,0
18,MALE,48,35-44,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,UNHAPPY,1,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,4,YES,NO,YES,"YES, TO EU COUNTRY",ACTIVE,158,69,36.378032116041375,0
19,FEMALE,48,16-24,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,MOSTLY DISSATISFIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,19,YES,NO,YES,NO,PASSIVE,171,45,21.701346188019222,0
