,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,26,60-64,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,SELF-EMPLOYED,DE FACTO SEPARATED,PLEASED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,49,YES,YES,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
1,FEMALE,26,16-24,RURAL AREAS,POST-SECONDARY OR HIGHER,FARMER,MARRIED,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,YES,49,YES,YES,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
2,FEMALE,26,25-34,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DIVORCED,UNHAPPY,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,YES,49,YES,YES,NO,NO,PASSIVE,167,51,12.962962962962962,0
3,MALE,26,16-24,"URBAN 20,000-100,000",SECONDARY,LONG-TERM SICK/DISABLED,WIDOWED,UNHAPPY,2,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,49,NO,NO,NO,"YES, TO EU COUNTRY",ACTIVE,167,51,12.962962962962962,0
4,MALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,LEGALLY SEPARATED,MOSTLY DISSATISFIED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,49,NO,NO,NO,NO,PASSIVE,167,51,12.962962962962962,0
5,FEMALE,26,16-24,"URBAN 100,000-200,000",SECONDARY,SELF-EMPLOYED,SINGLE,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,49,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
6,FEMALE,26,16-24,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,49,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
7,FEMALE,26,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,MOSTLY SATISFIED,2,IT`S DIFFICULT TO TELL,NO,YES,YES,49,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,167,51,12.962962962962962,0
8,MALE,26,16-24,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,UNEMPLOYED,LEGALLY SEPARATED,MIXED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,49,NO,NO,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
9,MALE,26,16-24,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,WIDOWED,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,49,YES,YES,NO,NO,NONE,167,51,12.962962962962962,0
10,FEMALE,26,45-59,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,FARMER,SINGLE,PLEASED,2,IT`S DIFFICULT TO TELL,NO,YES,NO,49,YES,YES,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
11,FEMALE,26,65+,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,RETIRED,SINGLE,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,49,YES,YES,NO,"YES, TO EU COUNTRY",NONE,167,51,12.962962962962962,0
12,FEMALE,26,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,RETIRED,MARRIED,TERRIBLE,2,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,49,YES,NO,NO,"YES, TO EU COUNTRY",NONE,167,51,12.962962962962962,0
13,FEMALE,26,16-24,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,SINGLE,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,49,NO,YES,YES,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
14,MALE,26,25-34,"URBAN 20,000-100,000",SECONDARY,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,49,NO,NO,NO,NO,PASSIVE,167,51,12.962962962962962,0
15,MALE,26,35-44,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,PUPIL OR STUDENT,LEGALLY SEPARATED,MOSTLY DISSATISFIED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,49,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
16,MALE,26,25-34,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,MOSTLY DISSATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,49,YES,NO,NO,NO,NONE,167,51,12.962962962962962,0
17,FEMALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,MARRIED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,49,YES,YES,NO,"YES, TO EU COUNTRY",NONE,167,51,12.962962962962962,0
18,MALE,26,35-44,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,SINGLE,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,49,NO,NO,NO,"YES, TO NON-EU COUNTRY",NONE,167,51,12.962962962962962,0
19,FEMALE,26,35-44,"URBAN BELOW 20,000",SECONDARY,SELF-EMPLOYED,SINGLE,MOSTLY DISSATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,49,YES,YES,NO,"YES, TO EU COUNTRY",ACTIVE,167,51,12.962962962962962,0
20,MALE,26,25-34,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,MOSTLY DISSATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,YES,49,NO,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
21,MALE,26,16-24,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,MOSTLY SATISFIED,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,49,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
22,FEMALE,26,60-64,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,TERRIBLE,2,MOST PEOPLE CAN BE TRUSTED,NO,YES,YES,49,YES,YES,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
23,MALE,26,65+,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,LEGALLY SEPARATED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,49,YES,YES,YES,NO,NONE,167,51,12.962962962962962,0
24,FEMALE,26,16-24,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,SINGLE,DELIGHTED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,49,YES,YES,NO,"YES, TO EU COUNTRY",NONE,167,51,12.962962962962962,0
25,MALE,26,16-24,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,49,NO,NO,NO,NO,PASSIVE,167,51,12.962962962962962,0
26,FEMALE,26,45-59,"URBAN 100,000-200,000",SECONDARY,SELF-EMPLOYED,SINGLE,UNHAPPY,2,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,49,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,167,51,12.962962962962962,0
27,FEMALE,26,60-64,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,DIVORCED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,49,YES,NO,NO,"YES, TO EU COUNTRY",ACTIVE,167,51,12.962962962962962,0
28,FEMALE,26,65+,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,LEGALLY SEPARATED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,49,YES,YES,NO,NO,PASSIVE,167,51,12.962962962962962,0
29,MALE,26,35-44,"URBAN 20,000-100,000",SECONDARY,RETIRED,LEGALLY SEPARATED,MIXED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,NO,49,NO,YES,YES,NO,ACTIVE,167,51,12.962962962962962,0
30,FEMALE,26,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,LEGALLY SEPARATED,PLEASED,2,IT`S DIFFICULT TO TELL,NO,YES,YES,49,NO,NO,NO,NO,ACTIVE,167,51,12.962962962962962,0
31,MALE,26,65+,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,DIVORCED,TERRIBLE,2,IT`S DIFFICULT TO TELL,NO,NO OPINION,NO,49,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
32,FEMALE,26,25-34,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,MOSTLY SATISFIED,2,IT`S DIFFICULT TO TELL,NO,YES,YES,49,YES,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
33,FEMALE,26,25-34,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,LEGALLY SEPARATED,TERRIBLE,2,IT`S DIFFICULT TO TELL,NO,YES,YES,49,YES,YES,NO,"YES, TO NON-EU COUNTRY",NONE,167,51,12.962962962962962,0
34,MALE,26,60-64,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,WIDOWED,MOSTLY SATISFIED,2,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,49,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,167,51,12.962962962962962,0
