,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,41,45-59,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,DE FACTO SEPARATED,PLEASED,12,IT`S DIFFICULT TO TELL,YES,NO,NO,0,YES,NO,NO,NO,NONE,187,84,26.94509836545532,0
1,FEMALE,41,16-24,RURAL AREAS,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,DE FACTO SEPARATED,MOSTLY SATISFIED,0,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,42,NO,NO,NO,NO,NONE,162,79,25.095692926874563,0
2,MALE,53,65+,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,MIXED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,NO,YES,NO,PASSIVE,164,59,26.36364938605271,0
3,MALE,31,45-59,RURAL AREAS,PRIMARY/NO EDUCATION,SELF-EMPLOYED,MARRIED,MOSTLY DISSATISFIED,10,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,19,NO,NO,NO,NO,NONE,162,54,27.947185818247043,0
4,MALE,45,25-34,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,NO,NO,NO,NONE,191,64,19.140588706729474,0
5,MALE,66,65+,"URBAN 100,000-200,000",SECONDARY,RETIRED,MARRIED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,26,NO,NO,NO,NO,NONE,159,50,18.860540046624678,0
6,FEMALE,62,65+,RURAL AREAS,SECONDARY,FARMER,MARRIED,MOSTLY SATISFIED,0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,8,NO,NO,NO,NO,NONE,173,110,27.48150813074506,0
7,MALE,30,60-64,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MIXED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0,NO,NO,NO,NO,PASSIVE,163,95,27.786298033460337,0
8,MALE,45,65+,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,RETIRED,MARRIED,MIXED,8,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,0,NO,NO,NO,NO,NONE,163,83,25.48440766596247,0
9,FEMALE,67,60-64,"URBAN 200,000-500,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,YES,YES,NO,NO,NONE,174,71,27.958582610619338,0
10,MALE,92,35-44,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,FARMER,MARRIED,UNHAPPY,9,IT`S DIFFICULT TO TELL,YES,YES,NO,0,NO,NO,NO,NO,ACTIVE,149,43,19.383749676424976,0
11,FEMALE,26,60-64,RURAL AREAS,VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,MOSTLY SATISFIED,0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,NO,10,NO,NO,NO,NO,NONE,176,80,41.70371280370527,0
12,MALE,21,16-24,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,DIVORCED,DELIGHTED,12,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,NO,NO,NO,NONE,163,86,25.50607467771484,0
13,MALE,36,25-34,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,WIDOWED,MOSTLY SATISFIED,8,IT`S DIFFICULT TO TELL,YES,YES,NO,17,YES,NO,NO,NO,NONE,159,65,36.404672657064985,0
14,MALE,30,65+,"URBAN 200,000-500,000",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,WIDOWED,PLEASED,17,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,9,NO,NO,NO,NO,NONE,174,77,22.09193225626618,0
15,FEMALE,46,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,RETIRED,WIDOWED,PLEASED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,164,73,19.76523209905956,0
16,FEMALE,45,65+,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,RETIRED,DIVORCED,MOSTLY DISSATISFIED,9,MOST PEOPLE CAN BE TRUSTED,NO OPINION,YES,YES,9,NO,NO,NO,NO,NONE,176,63,34.08800377208442,0
17,FEMALE,58,35-44,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,WIDOWED,DELIGHTED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,19,NO,NO,YES,"YES, TO EU COUNTRY",NONE,177,76,24.328177346749808,0
18,MALE,82,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,WIDOWED,UNHAPPY,8,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,0,NO,NO,NO,NO,NONE,161,70,19.178198196980098,0
19,MALE,95,65+,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,FARMER,DE FACTO SEPARATED,MOSTLY DISSATISFIED,3,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,0,NO,NO,NO,NO,ACTIVE,166,55,24.801929468127835,0
20,FEMALE,30,65+,RURAL AREAS,SECONDARY,LONG-TERM SICK/DISABLED,DIVORCED,PLEASED,17,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,26,NO,YES,YES,NO,PASSIVE,172,77,19.658066784983028,0
21,MALE,41,65+,RURAL AREAS,SECONDARY,RETIRED,WIDOWED,MOSTLY SATISFIED,9,IT`S DIFFICULT TO TELL,YES,YES,YES,4,NO,NO,NO,NO,NONE,164,91,38.252393045853026,0
22,MALE,49,65+,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,UNEMPLOYED,DIVORCED,MOSTLY SATISFIED,5,MOST PEOPLE CAN BE TRUSTED,NO,YES,NO,0,NO,NO,NO,NO,NONE,167,61,28.982722213596542,0
23,MALE,41,65+,RURAL AREAS,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,10,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO,NO,2,NO,NO,NO,"YES, TO EU COUNTRY",NONE,189,59,21.63785111670501,0
24,MALE,40,16-24,RURAL AREAS,SECONDARY,OTHER ECONOMICALLY INACTIVE,WIDOWED,MIXED,9,IT`S DIFFICULT TO TELL,YES,YES,YES,0,NO,NO,NO,NO,NONE,160,73,34.03292494270127,0
25,FEMALE,16,25-34,RURAL AREAS,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,0,MOST PEOPLE CAN BE TRUSTED,NO,NO,YES,18,YES,NO,NO,NO,NONE,166,67,28.573566748912867,0
26,FEMALE,20,65+,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY DISSATISFIED,15,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5,NO,NO,YES,NO,PASSIVE,178,75,22.914990581956893,0
27,MALE,32,25-34,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,FARMER,SINGLE,MOSTLY SATISFIED,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,7,NO,NO,NO,NO,NONE,156,71,22.96433782001602,0
28,MALE,36,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,MOSTLY SATISFIED,13,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,0,NO,NO,NO,NO,NONE,157,48,21.462120616872802,0
29,FEMALE,27,45-59,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,MIXED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,NO,YES,NO,NO,NONE,165,71,19.781213202938865,0
30,MALE,80,45-59,"URBAN 500,000 AND OVER",PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,DIVORCED,UNHAPPY,11,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,NO,NO,NO,PASSIVE,172,56,21.70861572152492,0
31,MALE,50,65+,RURAL AREAS,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,TERRIBLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,18,NO,NO,NO,NO,ACTIVE,173,51,32.54163785212963,0
32,FEMALE,67,35-44,RURAL AREAS,VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,MOSTLY SATISFIED,21,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,17,YES,NO,NO,NO,NONE,174,81,24.97657716101016,0
33,MALE,42,65+,"URBAN 500,000 AND OVER",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,DE FACTO SEPARATED,DELIGHTED,5,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,16,NO,NO,NO,NO,ACTIVE,180,71,27.83684677598513,0
34,MALE,20,16-24,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,WIDOWED,UNHAPPY,8,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,16,NO,NO,YES,NO,NONE,173,72,15.899048418871573,0
35,FEMALE,32,65+,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,MOSTLY DISSATISFIED,1,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,6,YES,YES,NO,NO,PASSIVE,166,75,24.492906065919996,0
36,MALE,47,25-34,"URBAN 500,000 AND OVER",SECONDARY,PUPIL OR STUDENT,WIDOWED,DELIGHTED,7,IT`S DIFFICULT TO TELL,YES,YES,YES,1,NO,NO,NO,NO,ACTIVE,147,80,28.81330507162002,0
37,FEMALE,70,45-59,RURAL AREAS,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,PLEASED,9,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,NO,NO,NO,NO,NONE,177,79,18.463343323210136,0
38,MALE,24,16-24,"URBAN 200,000-500,000",SECONDARY,LONG-TERM SICK/DISABLED,DIVORCED,TERRIBLE,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,28,YES,YES,NO,NO,ACTIVE,178,82,33.11574505589208,0
39,MALE,33,65+,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0,NO,NO,NO,NO,NONE,144,78,21.039824758873298,0
40,MALE,18,45-59,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,UNEMPLOYED,SINGLE,MOSTLY SATISFIED,14,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,NO,NO,NO,NO,ACTIVE,161,46,24.42868791098218,0
41,MALE,56,16-24,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,PLEASED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,11,NO,NO,NO,NO,NONE,157,60,23.60471754406688,0
42,FEMALE,66,35-44,"URBAN 20,000-100,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,UNHAPPY,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,18,NO,YES,NO,NO,ACTIVE,183,51,26.340612527439266,0
43,MALE,21,25-34,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DE FACTO SEPARATED,MIXED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,9,YES,NO,NO,NO,NONE,163,71,26.559854720277496,0
44,MALE,41,65+,RURAL AREAS,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,LEGALLY SEPARATED,PLEASED,8,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,0,YES,NO,NO,NO,PASSIVE,164,43,26.897256403211188,0
45,MALE,54,45-59,RURAL AREAS,SECONDARY,RETIRED,MARRIED,MOSTLY SATISFIED,7,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,0,NO,NO,NO,NO,PASSIVE,162,79,21.74743643866151,0
46,MALE,32,65+,"URBAN 20,000-100,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,PLEASED,1,MOST PEOPLE CAN BE TRUSTED,NO,NO,NO,1,NO,NO,NO,NO,NONE,179,73,23.611187509264262,0
47,FEMALE,28,60-64,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,FARMER,MARRIED,MOSTLY SATISFIED,16,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,YES,NO,NO,NO,ACTIVE,146,64,23.577404351191102,0
48,FEMALE,47,60-64,"URBAN BELOW 20,000",VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,69,NO,YES,NO,NO,NONE,176,55,22.553886963407507,0
49,FEMALE,16,45-59,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,PLEASED,1,IT`S DIFFICULT TO TELL,YES,NO,YES,9,NO,YES,NO,NO,PASSIVE,147,51,25.440706707081826,0
