,sex,age,agegr,placesize,edu,socprof,marital,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,alcabuse,alcsol,wkabint,englang,height,weight,bmi,t
0,FEMALE,65,60-64,"URBAN BELOW 20,000",PRIMARY/NO EDUCATION,SELF-EMPLOYED,DE FACTO SEPARATED,PLEASED,21,IT`S DIFFICULT TO TELL,NO,NO,YES,21,YES,NO,NO,NO,ACTIVE,202,117,29.87042092909373,0
1,FEMALE,65,16-24,"URBAN 200,000-500,000",POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DE FACTO SEPARATED,MOSTLY SATISFIED,18,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,37,NO,NO,NO,"YES, TO NON-EU COUNTRY",PASSIVE,171,111,27.18149196757365,0
2,MALE,76,65+,"URBAN 500,000 AND OVER",POST-SECONDARY OR HIGHER,RETIRED,LEGALLY SEPARATED,MOSTLY SATISFIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,NO,YES,NO,PASSIVE,165,66,27.287726346060023,0
3,MALE,49,65+,"URBAN 100,000-200,000",PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,MOSTLY DISSATISFIED,8,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,20,NO,NO,NO,NO,ACTIVE,157,104,30.939082463629482,0
4,MALE,52,25-34,"URBAN 20,000-100,000",PRIMARY/NO EDUCATION,UNEMPLOYED,DIVORCED,MOSTLY SATISFIED,7,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,1,YES,YES,NO,"YES, TO NON-EU COUNTRY",NONE,185,79,29.26522865221964,0
5,MALE,67,65+,"URBAN 100,000-200,000",SECONDARY,RETIRED,DIVORCED,MOSTLY SATISFIED,5,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,0,NO,NO,NO,"YES, TO NON-EU COUNTRY",NONE,156,88,20.535181627478075,0
6,FEMALE,87,65+,"URBAN 200,000-500,000",SECONDARY,FARMER,DIVORCED,MOSTLY SATISFIED,0,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,YES,3,NO,YES,NO,"YES, TO EU COUNTRY",ACTIVE,178,55,41.36632427158522,0
7,FEMALE,76,60-64,"URBAN 20,000-100,000",POST-SECONDARY OR HIGHER,FARMER,WIDOWED,UNHAPPY,12,IT`S DIFFICULT TO TELL,NO,NO,NO,4,NO,NO,YES,NO,PASSIVE,157,109,27.314047100651617,0
8,MALE,71,60-64,"URBAN 100,000-200,000",POST-SECONDARY OR HIGHER,RETIRED,MARRIED,MOSTLY SATISFIED,16,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3,NO,YES,YES,NO,PASSIVE,167,93,30.418386757345612,0
9,FEMALE,52,60-64,"URBAN 200,000-500,000",SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,MOSTLY SATISFIED,18,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,YES,YES,NO,"YES, TO NON-EU COUNTRY",ACTIVE,173,86,21.896626845442235,0
10,FEMALE,77,35-44,"URBAN 100,000-200,000",VOCATIONAL/GRAMMAR,FARMER,MARRIED,UNHAPPY,1,IT`S DIFFICULT TO TELL,NO OPINION,YES,NO,22,NO,YES,YES,"YES, TO NON-EU COUNTRY",ACTIVE,148,63,23.72801284593585,0
11,FEMALE,59,60-64,"URBAN 200,000-500,000",VOCATIONAL/GRAMMAR,RETIRED,DIVORCED,MOSTLY SATISFIED,0,IT`S DIFFICULT TO TELL,YES,NO,NO,14,NO,YES,YES,NO,PASSIVE,180,75,33.44187689911732,0
12,MALE,40,60-64,"URBAN BELOW 20,000",POST-SECONDARY OR HIGHER,LONG-TERM SICK/DISABLED,LEGALLY SEPARATED,DELIGHTED,10,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,2,NO,YES,NO,"YES, TO NON-EU COUNTRY",PASSIVE,159,48,35.32110425874783,0
13,MALE,53,25-34,"URBAN 200,000-500,000",SECONDARY,UNEMPLOYED,WIDOWED,MOSTLY SATISFIED,16,IT`S DIFFICULT TO TELL,YES,YES,NO,72,YES,NO,NO,"YES, TO EU COUNTRY",PASSIVE,162,69,29.832310251656118,0
